Policy Ref,Entity,Value,TriFocus,CCY,YOA,Date Of Fact,Source File
R0440A12,2623,11989.91418,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0461A11,623,2503.076193,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0461A11,2623,10671.00903,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0461A11,623,11293.96493,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0461A11,2623,48147.95576,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0461A12,623,55954.08292,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0461A12,2623,254901.9333,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0461G10,623,2590.074255,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0461G10,2623,11041.89551,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0491A10,623,1803.603901,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0491A10,2623,7689.048208,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0491A11,623,1772.902846,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0491A11,2623,7558.164763,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0491A11,623,7999.397949,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0491A11,2623,34102.69652,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0491A12,623,38173.06507,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0491A12,2623,173899.5187,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0510A08,623,2067.426443,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2012
R0510A08,2623,8813.765364,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2012
R0510A09,623,1661.448253,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2012
R0510A09,2623,7083.016236,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2012
R0510A10,623,3235.167617,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2012
R0510A10,2623,13792.03037,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2012
R0510A11,623,2618.918708,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2012
R0510A11,2623,11164.86397,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2012
R0511A08,623,2038.665519,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2012
R0511A08,2623,8691.153001,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2012
R0511A09,623,1868.078991,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2012
R0511A09,2623,7963.915698,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2012
R0511A10,623,3553.109492,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2012
R0511A10,2623,15147.46678,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2012
R0511A11,623,4103.837362,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2012
R0511A11,2623,17495.30665,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2012
R0535A09,623,1470.226191,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @2012
R0535A09,2623,6267.806391,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @2012
R0535A10,623,805.3457652,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0535A10,2623,3433.316157,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0535A11,623,2743.987364,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0535A11,2623,11698.05139,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0535A12,623,6651.728769,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0535A12,2623,30302.31995,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0540A08,623,358.3144528,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0540A08,2623,1527.551088,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0540A09,623,116.9836084,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0540A09,2623,498.7195938,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0540A10,623,-266.0151714,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0540A10,2623,-1134.064678,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0540A11,623,1005.18348,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0540A11,2623,4285.255888,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0575A08,623,285.4868595,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0575A08,2623,1217.075559,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0575A09,623,120.6235926,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0575A09,2623,514.237421,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0575A10,623,-212.4195268,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0575A10,2623,-905.5779826,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0575A11,623,587.6230338,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0575A11,2623,2505.129776,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0587A08,623,2444.303343,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0587A08,2623,10420.45109,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0596A08,623,185.5822002,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2012
R0596A08,2623,791.166222,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2012
R0598A11,623,165.2175287,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0598A11,2623,704.3484117,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0598A11,623,745.4671095,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0598A11,2623,3178.043993,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0598A12,623,3917.762193,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0598A12,2623,17847.58332,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0604A08,623,1128.244685,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2012
R0604A08,2623,4809.885235,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2012
R0604A09,623,1676.436665,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2012
R0604A09,2623,7146.914203,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2012
R0604A10,623,1577.486995,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2012
R0604A10,2623,6725.076138,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2012
R0604A11,623,2138.573645,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2012
R0604A11,2623,9117.077119,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2012
R0627A09,623,168.26869,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0627A09,2623,717.3559942,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0628B09,623,20.41342545,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0628B09,2623,87.02565586,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0629A09,623,59.11688081,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0629A09,2623,252.0245971,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0630A08,623,411.2180916,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0630A08,2623,1753.087654,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0630A09,623,388.3123601,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0630A09,2623,1655.436904,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0630A10,623,-839.5411504,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0630A10,2623,-3579.096483,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0631A08,623,548.446307,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0631A08,2623,2338.113203,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0631A09,623,374.5854966,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0631A09,2623,1596.917117,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0635A08,623,4720.963837,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0635A08,2623,20126.21425,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0635A09,623,6314.301772,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0635A09,2623,26918.86545,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0635A10,623,-7734.52905,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0635A10,2623,-32973.51858,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0639C09,623,163.2838962,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @2012
R0639C09,2623,696.1050312,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @2012
R0647A08,623,11610.04692,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0647A08,2623,49495.46319,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0660A09,623,77.66247203,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0660A09,2623,331.0873808,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0660A10,623,-242.0888524,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0660A10,2623,-1032.063002,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0660A11,623,755.2801226,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0660A11,2623,3219.878417,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0661A08,623,88.26540014,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0661A08,2623,376.2893374,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0661A09,623,33.86636358,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0661A09,2623,144.3776553,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0661B08,623,6.106349023,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0661B08,2623,26.03233005,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R0662A08,623,6269.555324,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2012
R0662A08,2623,26728.10428,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2012
R0663A08,623,10468.15676,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2012
R0663A08,2623,44627.40513,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2012
R0663A11,623,18338.7006,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2012
R0663A11,2623,78180.77623,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2012
R0663A12,623,19033.47659,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2012
R0663A12,2623,81142.71599,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2012
R0665A10,623,534.4011569,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0665A10,2623,2278.236511,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0665A11,623,424.8450638,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0665A11,2623,1811.181588,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0665A11,623,1916.91538,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0665A11,2623,8172.112934,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0665A12,623,9040.988594,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0665A12,2623,41186.72582,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0666A10,623,120.24026,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0666A10,2623,512.6032136,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0666A11,623,84.96901432,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0666A11,2623,362.2363242,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0666A11,623,383.383083,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0666A11,2623,1634.422617,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0666A12,623,2004.085916,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0666A12,2623,9129.72473,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0669A09,623,138.1344225,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @2012
R0669A09,2623,588.888854,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @2012
R0669A10,623,136.3765032,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0669A10,2623,581.3945664,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0669A11,623,3162.294833,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0669A11,2623,13481.36218,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0669A12,623,11549.86357,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0669A12,2623,52616.04516,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0670A09,623,186.3899329,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0670A09,2623,794.6097138,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0670A10,623,-311.2417159,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0670A10,2623,-1326.872578,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0670A11,623,1008.892318,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0670A11,2623,4301.067252,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0703A09,623,7425.31361,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0703A09,2623,31655.28434,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0713A09,623,4226.820111,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0713A09,2623,18019.60153,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0718A09,623,196.0794394,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0718A09,2623,835.9176102,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0718A10,623,-2460.478784,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0718A10,2623,-10489.40955,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0718A11,623,7497.790314,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0718A11,2623,31964.26397,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0721A09,623,82.76712486,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0721A09,2623,352.8493218,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0722A09,623,41.38356243,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0722A09,2623,176.4246609,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0723A09,623,165.5342497,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0723A09,2623,705.6986435,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0728A09,623,2890.312645,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @2012
R0728A09,2623,12321.85917,n/a,USD,2009,01/12/2018,Guy Carpenter Broker Rebates @2012
R0730A09,623,1735.668774,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0730A09,2623,7399.430037,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R0749A10,623,674.6814606,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0749A10,2623,2876.273595,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0754A10,623,-7914.334549,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0754A10,2623,-33740.05781,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0761A10,623,-7582.73908,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0761A10,2623,-32326.41397,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0766A10,623,238.8122926,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0766A10,2623,1018.094511,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0766A11,623,1270.581219,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0766A11,2623,5416.688354,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0766A12,623,4156.052584,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0766A12,2623,18933.12844,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0767A10,623,1583.216369,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0767A10,2623,6749.501361,n/a,USD,2010,01/12/2018,Guy Carpenter Broker Rebates @2012
R0767A11,623,6615.879868,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0767A11,2623,28204.54049,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0767A12,623,33200.52107,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0767A12,2623,151246.8182,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0768C10,623,-2269.805398,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0768C10,2623,-9676.538804,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R0768C11,623,7175.161077,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0768C11,2623,30588.84459,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0768C12,623,34200,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2012
R0768C12,2623,155800,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2012
R0775A11,623,165.2175229,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0775A11,2623,704.3483869,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0775A11,623,745.4670833,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0775A11,2623,3178.043882,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0775A12,623,3967.989659,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0775A12,2623,18076.39734,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0776A11,623,22258.18771,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0776A11,2623,94890.16867,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0776A11,623,8051.545487,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0776A11,2623,34325.00971,n/a,USD,2011,01/12/2018,Guy Carpenter Broker Rebates @2012
R0792A11,623,26202.07039,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0792A11,2623,111703.5632,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0797A11,623,25589.05328,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0797A11,2623,109090.1745,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0802A11,623,1416.150213,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0802A11,2623,6037.271959,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0804A11,623,27.81147899,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0804A11,2623,118.5647262,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R0806A12,623,35159.40204,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0806A12,2623,160170.6093,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0812A12,623,96525.0024,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2012
R0812A12,2623,439725.0109,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2012
R0816A12,623,114703.7706,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2012
R0816A12,2623,522539.3994,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2012
R0820A12,623,75707.7444,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2012
R0820A12,2623,344890.8356,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2012
R0820A12,623,43126.05182,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0820A12,2623,196463.1249,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0840A12,623,7650,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2012
R0840A12,2623,34850,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2012
R0842A12,623,3013.663032,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R0842A12,2623,13728.90937,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @2012
R1139M08E,623,1678.965599,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R1139M08E,2623,7157.695448,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2012
R1139M09A,623,1096.109718,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R1139M09A,2623,4672.8888,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2012
R1139M10A,623,-1533.560034,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R1139M10A,2623,-6537.808564,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2012
R1139M11A,623,5858.952352,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
R1139M11A,2623,24977.63898,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
ZB506A11AXBG,623,15.08034759,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
ZB506A11AXBG,2623,64.28990288,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
ZG059D11AFDF,623,33.32503599,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
ZG059D11AFDF,2623,142.0698903,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
ZG404E11AXBG,623,23.60250354,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
ZG404E11AXBG,2623,100.6211993,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2012
J8140Z12AXDG,623,368.8874757,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
J8140Z12AXDG,2623,1680.487389,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
JN504Q12AXDH,623,336.0734757,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
JN504Q12AXDH,2623,1531.001389,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0139M08,623,311.7957,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2013
R0139M08,2623,1329.2343,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2013
R0139M09,623,-1785.947143,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2013
R0139M09,2623,-7613.774663,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2013
R0139M10,623,186.131213,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2013
R0139M10,2623,793.5067501,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2013
R0139M11,623,1123.565501,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0139M11,2623,4789.937137,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0139M12,623,131284.1303,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0139M12,2623,598072.1494,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0404A08,623,300.957968,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2013
R0404A08,2623,1283.031337,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2013
R0404A09,623,1597.892841,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2013
R0404A09,2623,6812.06948,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2013
R0404A10,623,3431.915884,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2013
R0404A10,2623,14630.79929,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2013
R0404A11,623,4279.788622,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2013
R0404A11,2623,18245.41465,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2013
R0404A13,623,3196.402583,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0404A13,2623,14561.38955,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0404A13,623,168.2427778,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @ 2013
R0404A13,2623,766.4393209,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @ 2013
R0440A11,623,-3457.484625,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0440A11,2623,-14739.80288,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2013
R0440A12,623,47718.11657,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0440A12,2623,217382.531,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0440A12,623,855.8202802,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0440A12,2623,3898.736832,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0440A13,623,8106.660463,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0440A13,2623,36930.34211,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0440A13,623,2470.500022,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @2013
R0440A13,2623,11254.5001,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @2013
R0440A13,623,1175.060721,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0440A13,2623,5353.054397,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0461A12,623,2252.680913,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0461A12,2623,10262.21305,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2013
R0461A12,623,9622.509164,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0461A12,2623,43835.87508,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2013
R0466A13,623,14960.32319,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0466A13,2623,68152.58343,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2013
R0466A13,623,43548.66506,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2013
