Policy Ref,Entity,Value,TriFocus,CCY,YOA,Date Of Fact,Source File
R0666A12,623,42.82977544,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0666A12,2623,195.1134214,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0666A14,623,452.5571437,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0666A14,2623,2061.64921,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0666A14,623,470.8518143,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0666A14,2623,2144.991598,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0675A13,623,168.0075,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0675A13,2623,765.3675,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0718A12,623,72.778005,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0718A12,2623,331.544245,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0718A13,623,8051.011056,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0718A13,2623,36676.82814,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0718A13,623,423.737424,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @ 2014
R0718A13,2623,1930.359376,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @ 2014
R0718A14,623,15313.5012,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0718A14,2623,69761.50549,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0766A12,623,318.4128,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0766A12,2623,1450.5472,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0766A13,623,7539.677901,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0766A13,2623,34347.42155,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0766A13,623,207.5612919,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @2014
R0766A13,2623,945.5569963,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @2014
R0767A14,623,10149.8663,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0767A14,2623,46238.27983,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0767C14,623,25432.52213,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0767C14,2623,115859.2675,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0768C13,623,34790.62603,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0768C13,2623,158490.6297,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0771A14,623,4684.533068,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0771A14,2623,21340.65064,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0771A14,623,1048.064239,n/a,USD,2014,01/12/2018,Aon Sompo Discount Broker Rebates @ 2014
R0771A14,2623,4774.514865,n/a,USD,2014,01/12/2018,Aon Sompo Discount Broker Rebates @ 2014
R0775A13,623,-0.000111797,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0775A13,2623,-0.000509297,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0775A13,623,-0.000260859,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0775A13,2623,-0.001188359,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0775A14,623,1562.830764,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0775A14,2623,7119.562372,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0775A14,623,1626.008364,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0775A14,2623,7407.371437,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0804A12,623,0.4185,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0804A12,2623,1.9065,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0804A13,623,326.052,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0804A13,2623,1485.348,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0804A14,623,373.1071124,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0804A14,2623,1699.710179,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0808A12,623,-1068.072017,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0808A12,2623,-4865.661409,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0808A13,623,2723.373783,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0808A13,2623,12406.48057,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0808A14,623,3977.571167,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0808A14,2623,18120.04643,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0812A12,623,-488.0338225,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0812A12,2623,-2223.265191,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2014
R0842A12,623,-5400,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0842A12,2623,-24600,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0847A12,623,14452.8576,n/a,USD,2013,01/12/2018,Willis Broker Rebates @ 2014
R0847A12,2623,65840.79572,n/a,USD,2013,01/12/2018,Willis Broker Rebates @ 2014
R0853A13,623,990.2617321,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0853A13,2623,4511.192335,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0853A14,623,709.4343884,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0853A14,2623,3231.867769,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0854A13,623,-4663.733716,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0854A13,2623,-21245.89804,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0854A13,623,-194.3222382,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @2014
R0854A13,2623,-885.2457516,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @2014
R0856A13,623,20681.63152,n/a,USD,2013,01/12/2018,Willis Broker Rebates @ 2014
R0856A13,2623,94216.32136,n/a,USD,2013,01/12/2018,Willis Broker Rebates @ 2014
R0862A13,623,10449.98658,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0862A13,2623,47605.49443,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R0868A13,623,4924.197987,n/a,USD,2013,01/12/2018,Willis Broker Rebates @ 2014
R0868A13,2623,22432.45749,n/a,USD,2013,01/12/2018,Willis Broker Rebates @ 2014
R0869A14,623,3965.620868,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0869A14,2623,18065.60618,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0872A14,623,20.90971476,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0872A14,2623,95.25536726,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0872A14,623,2.39558175,n/a,USD,2014,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @2014
R0872A14,2623,10.91320575,n/a,USD,2014,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @2014
R0875A14,623,2443.808803,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0875A14,2623,11132.90677,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0875A14,623,2542.600034,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0875A14,2623,11582.95571,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0876A14,623,746.3223701,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0876A14,2623,3399.91302,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0876A14,623,776.4925313,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0876A14,2623,3537.354865,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0877A14,623,312.4819734,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0877A14,2623,1423.52899,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0879A14,623,87875.48417,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0879A14,2623,400321.6501,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0879A14,623,17545.42598,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0879A14,2623,79929.16282,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2014
R0884A14,623,113845.3866,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R0884A14,2623,518628.9834,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2014
R1139M13A,623,41555.93866,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R1139M13A,2623,189310.3872,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R1139M13D,623,1513.433777,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R1139M13D,2623,6894.531652,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R1139M13E,623,6164.764866,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R1139M13E,2623,28083.92884,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R1139M13F,623,4003.201673,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R1139M13F,2623,18236.80762,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R1139M13G,623,203.5735855,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
R1139M13G,2623,927.3907782,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2014
J8140Z11AXDG,623,0.001668919,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2015
J8140Z11AXDG,2623,0.007114865,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2015
JC539E11AXDH,623,-0.00077027,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2015
JC539E11AXDH,2623,-0.003283784,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2015
JF452C12AXDS,623,0.001362162,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2015
JF452C12AXDS,2623,0.006205405,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2015
JJ860A11AXDD,623,0.001797297,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2015
JJ860A11AXDD,2623,0.007662162,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2015
JK846V11AXDF,623,0.001880672,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2015
JK846V11AXDF,2623,0.008017602,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2015
JL822K12AXDN,623,-0.000972973,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2015
JL822K12AXDN,2623,-0.004432432,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2015
JN504Q12AXDH,623,0.001118919,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2015
JN504Q12AXDH,2623,0.005097297,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2015
JY755G12AFDF,623,0.00171,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2015
JY755G12AFDF,2623,0.00779,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2015
R0139M09,623,-476.5351746,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2015
R0139M09,2623,-2031.544692,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2015
R0139M11,623,-447.3135732,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2015
R0139M11,2623,-1906.968391,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2015
R0139M12,623,-253.2270579,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2015
R0139M12,2623,-1153.58993,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2015
R0139M13,623,45798.85984,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0139M13,2623,208639.2504,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0139M14,623,48098.42391,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0139M14,2623,219115.0423,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0404A08,623,-116.66,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2015
R0404A08,2623,-497.34,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2015
R0404A09,623,-162.5055992,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2015
R0404A09,2623,-692.7870282,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2015
R0404A11,623,765.9391697,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2015
R0404A11,2623,3265.319618,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2015
R0404A12,623,1242.205268,n/a,USD,2012,01/12/2018,Willis Broker Rebate @ 2015
R0404A12,2623,5658.935109,n/a,USD,2012,01/12/2018,Willis Broker Rebate @ 2015
R0404A13,623,18035.52462,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0404A13,2623,82161.83439,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0404A13,623,337.68,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @ 2015
R0404A13,2623,1538.32,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @ 2015
R0404A14,623,4356.259886,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0404A14,2623,19845.18392,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0404A14,623,197.8625738,n/a,USD,2014,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @ 2015
R0404A14,2623,901.3739474,n/a,USD,2014,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @ 2015
R0404A15,623,2432.161415,n/a,USD,2015,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0404A15,2623,11079.84644,n/a,USD,2015,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0440A13,623,42053.40034,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0440A13,2623,191576.6015,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0440A13,623,2377.248453,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @ 2015
R0440A13,2623,10829.6874,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @ 2015
R0440A13,623,4886.100076,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0440A13,2623,22258.90035,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0461A11,623,-0.002223112,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2015
R0461A11,2623,-0.00947748,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2015
R0466A13,623,0.003862322,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0466A13,2623,0.017595023,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0466A13,623,0.009012085,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0466A13,2623,0.041055054,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0466A15,623,1136.297693,n/a,USD,2015,01/12/2018,Aon Broker Rebates @ 2015
R0466A15,2623,5176.467267,n/a,USD,2015,01/12/2018,Aon Broker Rebates @ 2015
R0466A15,623,37453.96408,n/a,USD,2015,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0466A15,2623,170623.6141,n/a,USD,2015,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0470A14,623,307.0031211,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0470A14,2623,1398.569774,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0470A14,623,33757.56543,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0470A14,2623,153784.4647,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0491A13,623,5.399023724,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0491A13,2623,24.59555252,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0491A13,623,12.59772202,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0491A13,2623,57.38962255,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0491A14,623,150.8670321,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0491A14,2623,687.2831461,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0491A14,623,16589.09424,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0491A14,2623,75572.5404,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0491A15,623,546.7686799,n/a,USD,2015,01/12/2018,Aon Broker Rebates @ 2015
R0491A15,2623,2490.835097,n/a,USD,2015,01/12/2018,Aon Broker Rebates @ 2015
R0491A15,623,18022.26179,n/a,USD,2015,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0491A15,2623,82101.41484,n/a,USD,2015,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0510A08,623,27.17,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2015
R0510A08,2623,115.83,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2015
R0510A09,623,378.9462593,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2015
R0510A09,2623,1615.507737,n/a,USD,2009,01/12/2018,Willis Broker Rebate @ 2015
R0510A10,623,1632.78849,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2015
R0510A10,2623,6960.835141,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2015
R0510A11,623,3195.576764,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2015
R0510A11,2623,13623.24831,n/a,USD,2011,01/12/2018,Willis Broker Rebate @ 2015
R0510A12,623,4724.135876,n/a,USD,2012,01/12/2018,Willis Broker Rebate @ 2015
R0510A12,2623,21521.06343,n/a,USD,2012,01/12/2018,Willis Broker Rebate @ 2015
R0510A13,623,12259.35452,n/a,USD,2013,01/12/2018,Willis Broker Rebate @ 2015
R0510A13,2623,55848.17061,n/a,USD,2013,01/12/2018,Willis Broker Rebate @ 2015
R0510A13,623,2182.560344,n/a,USD,2013,01/12/2018,Willis Sompo Discount Broker Rebates @ 2015
R0510A13,2623,9942.774902,n/a,USD,2013,01/12/2018,Willis Sompo Discount Broker Rebates @ 2015
R0510A14,623,7878.608885,n/a,USD,2014,01/12/2018,Willis Broker Rebate @ 2015
R0510A14,2623,35891.44047,n/a,USD,2014,01/12/2018,Willis Broker Rebate @ 2015
R0510A14,623,1346.997382,n/a,USD,2014,01/12/2018,Willis Sompo Discount Broker Rebates @ 2015
R0510A14,2623,6136.321407,n/a,USD,2014,01/12/2018,Willis Sompo Discount Broker Rebates @ 2015
R0511A13,623,15853.10927,n/a,USD,2013,01/12/2018,Willis Broker Rebate @ 2015
R0511A13,2623,72219.71999,n/a,USD,2013,01/12/2018,Willis Broker Rebate @ 2015
R0511A13,623,1339.259943,n/a,USD,2013,01/12/2018,Willis Sompo Discount Broker Rebates @ 2015
R0511A13,2623,6101.073075,n/a,USD,2013,01/12/2018,Willis Sompo Discount Broker Rebates @ 2015
R0511A14,623,8553.722209,n/a,USD,2014,01/12/2018,Willis Broker Rebate @ 2015
R0511A14,2623,38966.95673,n/a,USD,2014,01/12/2018,Willis Broker Rebate @ 2015
R0511A14,623,1462.420789,n/a,USD,2014,01/12/2018,Willis Sompo Discount Broker Rebates @ 2015
R0511A14,2623,6662.139151,n/a,USD,2014,01/12/2018,Willis Sompo Discount Broker Rebates @ 2015
R0535A12,623,220.9284,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0535A12,2623,1006.4516,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0535A13,623,10994.62511,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0535A13,2623,50086.62551,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0540A10,623,88.75869,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2015
R0540A10,2623,378.39231,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2015
R0540A11,623,1453.698554,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2015
R0540A11,2623,6197.346466,n/a,USD,2011,01/12/2018,Aon Broker Rebates @ 2015
R0540A12,623,71.66987983,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2015
R0540A12,2623,326.4961192,n/a,USD,2012,01/12/2018,Aon Broker Rebates @ 2015
R0575A10,623,1327.879422,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2015
R0575A10,2623,5660.959641,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2015
R0596A08,623,-17.67,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2015
R0596A08,2623,-75.33,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2015
R0598A13,623,1908.764584,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0598A13,2623,8695.483103,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0598A13,623,4453.784029,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0598A13,2623,20289.46057,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0598A14,623,32.00209664,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0598A14,2623,145.7873291,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0598A14,623,3518.898659,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0598A14,2623,16030.53833,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0660A10,623,-575.1443409,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2015
R0660A10,2623,-2451.931137,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2015
R0661A08,623,5.7665,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2015
R0661A08,2623,24.5835,n/a,USD,2008,01/12/2018,Aon Broker Rebates @ 2015
R0661A09,623,9.2815,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2015
R0661A09,2623,39.5685,n/a,USD,2009,01/12/2018,Aon Broker Rebates @ 2015
R0662A08,623,-76.76,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2015
R0662A08,2623,-327.24,n/a,USD,2008,01/12/2018,Willis Broker Rebate @ 2015
R0663A11,623,229.7587793,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2015
R0663A11,2623,979.4979539,n/a,USD,2010,01/12/2018,Willis Broker Rebate @ 2015
R0666A14,623,6.857591953,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0666A14,2623,31.24014112,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0666A14,623,754.0496924,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0666A14,2623,3435.115266,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0666A15,623,22.84730811,n/a,USD,2015,01/12/2018,Aon Broker Rebates @ 2015
R0666A15,2623,104.0821814,n/a,USD,2015,01/12/2018,Aon Broker Rebates @ 2015
R0666A15,623,753.0792879,n/a,USD,2015,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0666A15,2623,3430.694534,n/a,USD,2015,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0675A13,623,168.0075,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0675A13,2623,765.3675,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0718A13,623,8051.011056,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0718A13,2623,36676.82814,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0718A13,623,426.7155195,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @ 2015
R0718A13,2623,1943.926256,n/a,USD,2013,01/12/2018,Aon Sompo Discount Broker Rebates @ 2015
R0718A14,623,282.2217273,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0718A14,2623,1285.676758,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0718A15,623,701.799125,n/a,USD,2015,01/12/2018,Aon Broker Rebates @ 2015
R0718A15,2623,3197.084903,n/a,USD,2015,01/12/2018,Aon Broker Rebates @ 2015
R0761A10,623,-50.06893324,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2015
R0761A10,2623,-213.451768,n/a,USD,2010,01/12/2018,Aon Broker Rebates @ 2015
R0766A12,623,-45.31884531,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0766A12,2623,-206.4525175,n/a,USD,2012,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0766A13,623,7539.677901,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0766A13,2623,34347.42155,n/a,USD,2013,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0766A13,623,185.94,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @ 2015
R0766A13,2623,847.06,n/a,USD,2013,01/12/2018,Guy Carpenter Sompo Discount Broker Rebates @ 2015
R0767A14,623,16254.59079,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0767A14,2623,74048.69138,n/a,USD,2014,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0767A15,623,14603.70233,n/a,USD,2015,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0767A15,2623,66527.97729,n/a,USD,2015,01/12/2018,Guy Carpenter Broker Rebates @ 2015
R0767C14,623,513.8381942,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0767C14,2623,2340.81844,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0767C15,623,1103.387192,n/a,USD,2015,01/12/2018,Aon Broker Rebates @ 2015
R0767C15,2623,5026.541654,n/a,USD,2015,01/12/2018,Aon Broker Rebates @ 2015
R0768C13,623,34790.62603,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0768C13,2623,158490.6297,n/a,USD,2013,01/12/2018,Aon Broker Rebates @ 2015
R0771A14,623,137.5379848,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0771A14,2623,626.5619305,n/a,USD,2014,01/12/2018,Aon Broker Rebates @ 2015
R0771A14,623,982.5612456,n/a,USD,2014,01/12/2018,Aon Sompo Discount Broker Rebates @ 2015
R0771A14,2623,4476.112341,n/a,USD,2014,01/12/2018,Aon Sompo Discount Broker Rebates @ 2015
R0771A15,623,503.5398957,n/a,USD,2015,01/12/2018,Aon Broker Rebates @ 2015
