PK_Transaction,Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,ExcelRowHash,RunNumber,BeazleyCatCode
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat 6107|Hurricane Florence|Inwards|2018|USD|Syndicate 6107|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2018,-,,USD,USD,Y,21852,,,New,,,,,,E,-,21852,T1,,,Treaty|Ex Cat 6107|Hurricane Florence|Inwards|2018|USD|Syndicate 6107|Hurricane Florence|2018|31/08/2018|TRI00012,0,18F         
,F,RP-ULT-G,RIPsEventAlloc,2018-12-01,Treaty|Ex Cat 6107|Camp Wildfire|Inwards|2018|USD|Syndicate 6107|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2018,-,,USD,USD,Y,109260,,,New,,,,,,E,-,109260,T1,,,Treaty|Ex Cat 6107|Camp Wildfire|Inwards|2018|USD|Syndicate 6107|CAMP WILDFIRE|2018|08/11/2018|TRI00012,0,18K         
,F,RP-ULT-G,RIPsEventAlloc,2019-03-01,Treaty|Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 623|Hurricane Harvey|2017|17/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2017,-,,USD,USD,Y,5400,,,Adjustment,,,,,,E,-,5400,T1,,,Treaty|Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 623|Hurricane Harvey|2017|17/08/2017|TRI00004,1,17F         
,F,RP-ULT-G,RIPsEventAlloc,2019-03-01,Treaty|Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 2623|Hurricane Harvey|2017|17/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2017,-,,USD,USD,Y,24600,,,Adjustment,,,,,,E,-,24600,T1,,,Treaty|Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 2623|Hurricane Harvey|2017|17/08/2017|TRI00004,1,17F         
,F,RP-ULT-G,RIPsEventAlloc,2019-03-01,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 623|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,-168300,,,Adjustment,,,,,,E,-,-168300,T1,,,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 623|Hurricane Florence|2018|31/08/2018|TRI00004,1,18F         
,F,RP-ULT-G,RIPsEventAlloc,2019-03-01,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 2623|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,-766700,,,Adjustment,,,,,,E,-,-766700,T1,,,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 2623|Hurricane Florence|2018|31/08/2018|TRI00004,1,18F         
,F,RP-ULT-G,RIPsEventAlloc,2019-03-01,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 623|Typhoon Jebi|2018|26/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,346500,,,Adjustment,,,,,,E,-,346500,T1,,,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 623|Typhoon Jebi|2018|26/08/2018|TRI00004,1,18G         
,F,RP-ULT-G,RIPsEventAlloc,2019-03-01,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 2623|Typhoon Jebi|2018|26/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,1578500,,,Adjustment,,,,,,E,-,1578500,T1,,,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 2623|Typhoon Jebi|2018|26/08/2018|TRI00004,1,18G         
,F,RP-ULT-G,RIPsEventAlloc,2019-03-01,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 623|Hurricane Michael|2018|07/10/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,-18000,,,Adjustment,,,,,,E,-,-18000,T1,,,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 623|Hurricane Michael|2018|07/10/2018|TRI00004,1,18J         
,F,RP-ULT-G,RIPsEventAlloc,2019-03-01,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 2623|Hurricane Michael|2018|07/10/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,-82000,,,Adjustment,,,,,,E,-,-82000,T1,,,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 2623|Hurricane Michael|2018|07/10/2018|TRI00004,1,18J         
,F,RP-ULT-G,RIPsEventAlloc,2019-03-01,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 623|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,-40500,,,Adjustment,,,,,,E,-,-40500,T1,,,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 623|CAMP WILDFIRE|2018|08/11/2018|TRI00004,1,18K         
,F,RP-ULT-G,RIPsEventAlloc,2019-03-01,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 2623|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,-184500,,,Adjustment,,,,,,E,-,-184500,T1,,,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 2623|CAMP WILDFIRE|2018|08/11/2018|TRI00004,1,18K         
,F,RP-ULT-G,RIPsEventAlloc,2019-03-01,Treaty|Cat 6107|Hurricane Harvey|Inwards|2017|USD|Syndicate 6107|Hurricane Harvey|2017|17/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2017,-,,USD,USD,Y,6555.6,,,Adjustment,,,,,,E,-,6555.6,T1,,,Treaty|Cat 6107|Hurricane Harvey|Inwards|2017|USD|Syndicate 6107|Hurricane Harvey|2017|17/08/2017|TRI00004,1,17F         
,F,RP-ULT-G,RIPsEventAlloc,2019-03-01,Treaty|Cat 6107|Hurricane Florence|Inwards|2018|USD|Syndicate 6107|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2018,-,,USD,USD,Y,-204316.2,,,Adjustment,,,,,,E,-,-204316.2,T1,,,Treaty|Cat 6107|Hurricane Florence|Inwards|2018|USD|Syndicate 6107|Hurricane Florence|2018|31/08/2018|TRI00004,1,18F         
,F,RP-ULT-G,RIPsEventAlloc,2019-03-01,Treaty|Cat 6107|Typhoon Jebi|Inwards|2018|USD|Syndicate 6107|Typhoon Jebi|2018|26/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2018,-,,USD,USD,Y,420651,,,Adjustment,,,,,,E,-,420651,T1,,,Treaty|Cat 6107|Typhoon Jebi|Inwards|2018|USD|Syndicate 6107|Typhoon Jebi|2018|26/08/2018|TRI00004,1,18G         
,F,RP-ULT-G,RIPsEventAlloc,2019-03-01,Treaty|Cat 6107|Hurricane Michael|Inwards|2018|USD|Syndicate 6107|Hurricane Michael|2018|07/10/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2018,-,,USD,USD,Y,-21852,,,Adjustment,,,,,,E,-,-21852,T1,,,Treaty|Cat 6107|Hurricane Michael|Inwards|2018|USD|Syndicate 6107|Hurricane Michael|2018|07/10/2018|TRI00004,1,18J         
,F,RP-ULT-G,RIPsEventAlloc,2019-03-01,Treaty|Cat 6107|Camp Wildfire|Inwards|2018|USD|Syndicate 6107|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2018,-,,USD,USD,Y,-49167,,,Adjustment,,,,,,E,-,-49167,T1,,,Treaty|Cat 6107|Camp Wildfire|Inwards|2018|USD|Syndicate 6107|CAMP WILDFIRE|2018|08/11/2018|TRI00004,1,18K         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Cat|Mexico Earthquakes|Inwards|2016|USD|Syndicate 623|Mexico Earthquake II|2017|19/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2016,-,,USD,USD,Y,-45000,,,Reversal,,,,,,E,-,-45000,T1,,,Treaty|Cat|Mexico Earthquakes|Inwards|2016|USD|Syndicate 623|Mexico Earthquake II|2017|19/09/2017|TRI00004,2,17J         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Cat|Mexico Earthquakes|Inwards|2016|USD|Syndicate 2623|Mexico Earthquake II|2017|19/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2016,-,,USD,USD,Y,-205000,,,Reversal,,,,,,E,-,-205000,T1,,,Treaty|Cat|Mexico Earthquakes|Inwards|2016|USD|Syndicate 2623|Mexico Earthquake II|2017|19/09/2017|TRI00004,2,17J         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Cat|Fort McMurray|Inwards|2016|USD|Syndicate 623|Fort McMurray Wildfire|2016|01/05/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2016,-,,USD,USD,Y,-244800,,,Reversal,,,,,,E,-,-244800,T1,,,Treaty|Cat|Fort McMurray|Inwards|2016|USD|Syndicate 623|Fort McMurray Wildfire|2016|01/05/2016|TRI00004,2,16D         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Cat|Fort McMurray|Inwards|2016|USD|Syndicate 2623|Fort McMurray Wildfire|2016|01/05/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2016,-,,USD,USD,Y,-1115200,,,Reversal,,,,,,E,-,-1115200,T1,,,Treaty|Cat|Fort McMurray|Inwards|2016|USD|Syndicate 2623|Fort McMurray Wildfire|2016|01/05/2016|TRI00004,2,16D         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Cat|Hurricane Matthew|Inwards|2016|USD|Syndicate 623|Hurricane Matthew|2016|28/09/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2016,-,,USD,USD,Y,-81000,,,Reversal,,,,,,E,-,-81000,T1,,,Treaty|Cat|Hurricane Matthew|Inwards|2016|USD|Syndicate 623|Hurricane Matthew|2016|28/09/2016|TRI00004,2,16L         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Cat|Hurricane Matthew|Inwards|2016|USD|Syndicate 2623|Hurricane Matthew|2016|28/09/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2016,-,,USD,USD,Y,-369000,,,Reversal,,,,,,E,-,-369000,T1,,,Treaty|Cat|Hurricane Matthew|Inwards|2016|USD|Syndicate 2623|Hurricane Matthew|2016|28/09/2016|TRI00004,2,16L         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Ex Cat|Fort McMurray|Inwards|2016|USD|Syndicate 623|Fort McMurray Wildfire|2016|01/05/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2016,-,,USD,USD,Y,-12600,,,Reversal,,,,,,E,-,-12600,T1,,,Treaty|Ex Cat|Fort McMurray|Inwards|2016|USD|Syndicate 623|Fort McMurray Wildfire|2016|01/05/2016|TRI00012,2,16D         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Ex Cat|Fort McMurray|Inwards|2016|USD|Syndicate 2623|Fort McMurray Wildfire|2016|01/05/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2016,-,,USD,USD,Y,-57400,,,Reversal,,,,,,E,-,-57400,T1,,,Treaty|Ex Cat|Fort McMurray|Inwards|2016|USD|Syndicate 2623|Fort McMurray Wildfire|2016|01/05/2016|TRI00012,2,16D         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Ex Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 623|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,623,2018,-,,USD,USD,Y,-18000,,,Reversal,,,,,,E,-,-18000,T1,,,Treaty|Ex Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 623|Hurricane Florence|2018|31/08/2018|TRI00012,2,18F         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Ex Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 2623|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,2623,2018,-,,USD,USD,Y,-82000,,,Reversal,,,,,,E,-,-82000,T1,,,Treaty|Ex Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 2623|Hurricane Florence|2018|31/08/2018|TRI00012,2,18F         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Cat 6107|Mexico Earthquakes|Inwards|2016|USD|Syndicate 6107|Mexico Earthquake II|2017|19/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2016,-,,USD,USD,Y,-54630,,,Reversal,,,,,,E,-,-54630,T1,,,Treaty|Cat 6107|Mexico Earthquakes|Inwards|2016|USD|Syndicate 6107|Mexico Earthquake II|2017|19/09/2017|TRI00004,2,17J         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Cat 6107|Fort McMurray|Inwards|2016|USD|Syndicate 6107|Fort McMurray Wildfire|2016|01/05/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2016,-,,USD,USD,Y,-297187.2,,,Reversal,,,,,,E,-,-297187.2,T1,,,Treaty|Cat 6107|Fort McMurray|Inwards|2016|USD|Syndicate 6107|Fort McMurray Wildfire|2016|01/05/2016|TRI00004,2,16D         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Cat 6107|Hurricane Matthew|Inwards|2016|USD|Syndicate 6107|Hurricane Matthew|2016|28/09/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2016,-,,USD,USD,Y,-98334,,,Reversal,,,,,,E,-,-98334,T1,,,Treaty|Cat 6107|Hurricane Matthew|Inwards|2016|USD|Syndicate 6107|Hurricane Matthew|2016|28/09/2016|TRI00004,2,16L         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Ex Cat 6107|Fort McMurray|Inwards|2016|USD|Syndicate 6107|Fort McMurray Wildfire|2016|01/05/2016,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2016,-,,USD,USD,Y,-15296.4,,,Reversal,,,,,,E,-,-15296.4,T1,,,Treaty|Ex Cat 6107|Fort McMurray|Inwards|2016|USD|Syndicate 6107|Fort McMurray Wildfire|2016|01/05/2016|TRI00012,2,16D         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Ex Cat 6107|Hurricane Florence|Inwards|2018|USD|Syndicate 6107|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2018,-,,USD,USD,Y,-21852,,,Reversal,,,,,,E,-,-21852,T1,,,Treaty|Ex Cat 6107|Hurricane Florence|Inwards|2018|USD|Syndicate 6107|Hurricane Florence|2018|31/08/2018|TRI00012,2,18F         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 623|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,18000,,,Adjustment,,,,,,E,-,18000,T1,,,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 623|Hurricane Florence|2018|31/08/2018|TRI00004,2,18F         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 2623|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,82000,,,Adjustment,,,,,,E,-,82000,T1,,,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 2623|Hurricane Florence|2018|31/08/2018|TRI00004,2,18F         
,F,RP-ULT-G,RIPsEventAlloc,2019-06-01,Treaty|Cat 6107|Hurricane Florence|Inwards|2018|USD|Syndicate 6107|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2018,-,,USD,USD,Y,21852,,,Adjustment,,,,,,E,-,21852,T1,,,Treaty|Cat 6107|Hurricane Florence|Inwards|2018|USD|Syndicate 6107|Hurricane Florence|2018|31/08/2018|TRI00004,2,18F         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 623|Hurricane Harvey|2017|17/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2017,-,,USD,USD,Y,43200,,,Adjustment,,,,,,E,-,43200,T1,,,Treaty|Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 623|Hurricane Harvey|2017|17/08/2017|TRI00004,3,17F         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 2623|Hurricane Harvey|2017|17/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2017,-,,USD,USD,Y,196800,,,Adjustment,,,,,,E,-,196800,T1,,,Treaty|Cat|Hurricane Harvey|Inwards|2017|USD|Syndicate 2623|Hurricane Harvey|2017|17/08/2017|TRI00004,3,17F         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 623|Hurricane Irma|2017|30/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2017,-,,USD,USD,Y,232200,,,Adjustment,,,,,,E,-,232200,T1,,,Treaty|Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 623|Hurricane Irma|2017|30/08/2017|TRI00004,3,17G         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 2623|Hurricane Irma|2017|30/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2017,-,,USD,USD,Y,1057800,,,Adjustment,,,,,,E,-,1057800,T1,,,Treaty|Cat|Hurricane Irma|Inwards|2017|USD|Syndicate 2623|Hurricane Irma|2017|30/08/2017|TRI00004,3,17G         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 623|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2017,-,,USD,USD,Y,13500,,,Adjustment,,,,,,E,-,13500,T1,,,Treaty|Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 623|Hurricane Maria|2017|16/09/2017|TRI00004,3,17H         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 2623|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2017,-,,USD,USD,Y,61500,,,Adjustment,,,,,,E,-,61500,T1,,,Treaty|Cat|Hurricane Maria|Inwards|2017|USD|Syndicate 2623|Hurricane Maria|2017|16/09/2017|TRI00004,3,17H         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Mexico Earthquakes|Inwards|2017|USD|Syndicate 623|Mexico Earthquake II|2017|19/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2017,-,,USD,USD,Y,25200,,,Adjustment,,,,,,E,-,25200,T1,,,Treaty|Cat|Mexico Earthquakes|Inwards|2017|USD|Syndicate 623|Mexico Earthquake II|2017|19/09/2017|TRI00004,3,17J         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Mexico Earthquakes|Inwards|2017|USD|Syndicate 2623|Mexico Earthquake II|2017|19/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2017,-,,USD,USD,Y,114800,,,Adjustment,,,,,,E,-,114800,T1,,,Treaty|Cat|Mexico Earthquakes|Inwards|2017|USD|Syndicate 2623|Mexico Earthquake II|2017|19/09/2017|TRI00004,3,17J         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|California Wildfire|Inwards|2017|USD|Syndicate 623|California Wildfires|2017|20/04/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2017,-,,USD,USD,Y,-94500,,,Adjustment,,,,,,E,-,-94500,T1,,,Treaty|Cat|California Wildfire|Inwards|2017|USD|Syndicate 623|California Wildfires|2017|20/04/2017|TRI00004,3,17L         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|California Wildfire|Inwards|2017|USD|Syndicate 2623|California Wildfires|2017|20/04/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2017,-,,USD,USD,Y,-430500,,,Adjustment,,,,,,E,-,-430500,T1,,,Treaty|Cat|California Wildfire|Inwards|2017|USD|Syndicate 2623|California Wildfires|2017|20/04/2017|TRI00004,3,17L         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 623|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,163800,,,Adjustment,,,,,,E,-,163800,T1,,,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 623|Hurricane Florence|2018|31/08/2018|TRI00004,3,18F         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 2623|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,746200,,,Adjustment,,,,,,E,-,746200,T1,,,Treaty|Cat|Hurricane Florence|Inwards|2018|USD|Syndicate 2623|Hurricane Florence|2018|31/08/2018|TRI00004,3,18F         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 623|Typhoon Jebi|2018|26/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,222300,,,Adjustment,,,,,,E,-,222300,T1,,,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 623|Typhoon Jebi|2018|26/08/2018|TRI00004,3,18G         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 2623|Typhoon Jebi|2018|26/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,1012700,,,Adjustment,,,,,,E,-,1012700,T1,,,Treaty|Cat|Typhoon Jebi|Inwards|2018|USD|Syndicate 2623|Typhoon Jebi|2018|26/08/2018|TRI00004,3,18G         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 623|Hurricane Michael|2018|07/10/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,-100800,,,Adjustment,,,,,,E,-,-100800,T1,,,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 623|Hurricane Michael|2018|07/10/2018|TRI00004,3,18J         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 2623|Hurricane Michael|2018|07/10/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,-459200,,,Adjustment,,,,,,E,-,-459200,T1,,,Treaty|Cat|Hurricane Michael|Inwards|2018|USD|Syndicate 2623|Hurricane Michael|2018|07/10/2018|TRI00004,3,18J         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 623|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2018,-,,USD,USD,Y,-117000,,,Adjustment,,,,,,E,-,-117000,T1,,,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 623|CAMP WILDFIRE|2018|08/11/2018|TRI00004,3,18K         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 2623|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2018,-,,USD,USD,Y,-533000,,,Adjustment,,,,,,E,-,-533000,T1,,,Treaty|Cat|Camp Wildfire|Inwards|2018|USD|Syndicate 2623|CAMP WILDFIRE|2018|08/11/2018|TRI00004,3,18K         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Storm Dorian|Inwards|2019|USD|Syndicate 623|Storm Dorian|2019|01/09/2019,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,623,2019,-,,USD,USD,Y,156600,,,New,,,,,,E,-,156600,T1,,,Treaty|Cat|Storm Dorian|Inwards|2019|USD|Syndicate 623|Storm Dorian|2019|01/09/2019|TRI00004,3,19D         
,F,RP-ULT-G,RIPsEventAlloc,2019-09-01,Treaty|Cat|Storm Dorian|Inwards|2019|USD|Syndicate 2623|Storm Dorian|2019|01/09/2019,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,2623,2019,-,,USD,USD,Y,713400,,,New,,,,,,E,-,713400,T1,,,Treaty|Cat|Storm Dorian|Inwards|2019|USD|Syndicate 2623|Storm Dorian|2019|01/09/2019|TRI00004,3,19D         
