PK_Transaction,Scenario,Account,Dataset,DateOfFact,BusinessKey,PolicyNumber,InceptionDate,ExpiryDate,BindDate,DueDate,TrifocusCode,Entity,YOA,TypeOfBusiness,StatsCode,SettlementCCY,OriginalCCY,IsToDate,Value,RowHash,FK_Allocation,DeltaType,AuditSourceBatchID,AuditCreateDateTime,AuditGenerateDateTime,AuditUserCreate,AuditHost,Basis,Location,ValueOrig,BusinessProcessCode,FK_Batch,BoundDate,ExcelRowHash,RunNumber,BeazleyCatCode
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Hurricane Irma|Inwards|2017|USD|Syndicate 6107|Hurricane Irma|2017|30/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2017,-,,USD,USD,Y,-123485.215,,,Adjustment,,,,,,E,-,-123485.215,T1,,,Treaty|Cat 6107|Hurricane Irma|Inwards|2017|USD|Syndicate 6107|Hurricane Irma|2017|30/08/2017|TRI00004,8,17G         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Hurricane Maria|Inwards|2017|USD|Syndicate 6107|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2017,-,,USD,USD,Y,-15710.7139,,,Adjustment,,,,,,E,-,-15710.7139,T1,,,Treaty|Cat 6107|Hurricane Maria|Inwards|2017|USD|Syndicate 6107|Hurricane Maria|2017|16/09/2017|TRI00004,8,17H         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Mexican EQ II|Inwards|2017|USD|Syndicate 6107|Mexico Earthquake II|2017|19/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2017,-,,USD,USD,Y,1567.0069,,,Adjustment,,,,,,E,-,1567.0069,T1,,,Treaty|Cat 6107|Mexican EQ II|Inwards|2017|USD|Syndicate 6107|Mexico Earthquake II|2017|19/09/2017|TRI00004,8,17J         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|CA Wildfires (North)|Inwards|2017|USD|Syndicate 6107|California Wildfires|2017|20/04/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2017,-,,USD,USD,Y,1764.986,,,Adjustment,,,,,,E,-,1764.986,T1,,,Treaty|Cat 6107|CA Wildfires (North)|Inwards|2017|USD|Syndicate 6107|California Wildfires|2017|20/04/2017|TRI00004,8,17L         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Hurricane Florence|Inwards|2018|USD|Syndicate 6107|Hurricane Florence|2018|31/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2018,-,,USD,USD,Y,1891.5091,,,Adjustment,,,,,,E,-,1891.5091,T1,,,Treaty|Cat 6107|Hurricane Florence|Inwards|2018|USD|Syndicate 6107|Hurricane Florence|2018|31/08/2018|TRI00004,8,18F         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Typhoon Jebi|Inwards|2018|USD|Syndicate 6107|Typhoon Jebi|2018|26/08/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2018,-,,USD,USD,Y,6033.1187,,,Adjustment,,,,,,E,-,6033.1187,T1,,,Treaty|Cat 6107|Typhoon Jebi|Inwards|2018|USD|Syndicate 6107|Typhoon Jebi|2018|26/08/2018|TRI00004,8,18G         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Hurricane Michael|Inwards|2018|USD|Syndicate 6107|Hurricane Michael|2018|07/10/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2018,-,,USD,USD,Y,-26926.4715,,,Adjustment,,,,,,E,-,-26926.4715,T1,,,Treaty|Cat 6107|Hurricane Michael|Inwards|2018|USD|Syndicate 6107|Hurricane Michael|2018|07/10/2018|TRI00004,8,18J         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Camp Wildfire|Inwards|2018|USD|Syndicate 6107|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2018,-,,USD,USD,Y,-2111.3403,,,Adjustment,,,,,,E,-,-2111.3403,T1,,,Treaty|Cat 6107|Camp Wildfire|Inwards|2018|USD|Syndicate 6107|CAMP WILDFIRE|2018|08/11/2018|TRI00004,8,18K         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Storm Dorian|Inwards|2019|USD|Syndicate 6107|Storm Dorian|2019|01/09/2019,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2019,-,,USD,USD,Y,9362.06,,,Adjustment,,,,,,E,-,9362.06,T1,,,Treaty|Cat 6107|Storm Dorian|Inwards|2019|USD|Syndicate 6107|Storm Dorian|2019|01/09/2019|TRI00004,8,19D         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Typhoon Faxai|Inwards|2019|USD|Syndicate 6107|Typhoon Faxai|2019|29/08/2019,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2019,-,,USD,USD,Y,542.26,,,Adjustment,,,,,,E,-,542.26,T1,,,Treaty|Cat 6107|Typhoon Faxai|Inwards|2019|USD|Syndicate 6107|Typhoon Faxai|2019|29/08/2019|TRI00004,8,19023
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Cat 6107|Typhoon Hagibis|Inwards|2019|USD|Syndicate 6107|Typhoon Hagibis|2019|04/10/2019,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00004,6107,2019,-,,USD,USD,Y,-7955.68,,,Adjustment,,,,,,E,-,-7955.68,T1,,,Treaty|Cat 6107|Typhoon Hagibis|Inwards|2019|USD|Syndicate 6107|Typhoon Hagibis|2019|04/10/2019|TRI00004,8,19F         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat 6107|Hurricane Laura|Inwards|2020|USD|Syndicate 6107|Hurricane Laura|2020|20/08/2020,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2020,-,,USD,USD,Y,29814.23,,,Adjustment,,,,,,E,-,29814.23,T1,,,Treaty|Ex Cat 6107|Hurricane Laura|Inwards|2020|USD|Syndicate 6107|Hurricane Laura|2020|20/08/2020|TRI00012,8,20M         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat 6107|Covid-19|Inwards|2020|USD|Syndicate 6107|Coronavirus|2020|11/03/2020,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2020,-,,USD,USD,Y,4082.15,,,Adjustment,,,,,,E,-,4082.15,T1,,,Treaty|Ex Cat 6107|Covid-19|Inwards|2020|USD|Syndicate 6107|Coronavirus|2020|11/03/2020|TRI00012,8,CORO        
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat 6107|Hurricane Harvey|Inwards|2017|USD|Syndicate 6107|Hurricane Harvey|2017|17/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2017,-,,USD,USD,Y,21.1965,,,Adjustment,,,,,,E,-,21.1965,T1,,,Treaty|Ex Cat 6107|Hurricane Harvey|Inwards|2017|USD|Syndicate 6107|Hurricane Harvey|2017|17/08/2017|TRI00012,8,17F         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat 6107|Hurricane Irma|Inwards|2017|USD|Syndicate 6107|Hurricane Irma|2017|30/08/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2017,-,,USD,USD,Y,50748.2107,,,Adjustment,,,,,,E,-,50748.2107,T1,,,Treaty|Ex Cat 6107|Hurricane Irma|Inwards|2017|USD|Syndicate 6107|Hurricane Irma|2017|30/08/2017|TRI00012,8,17G         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat 6107|Hurricane Maria|Inwards|2017|USD|Syndicate 6107|Hurricane Maria|2017|16/09/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2017,-,,USD,USD,Y,-940.2916,,,Adjustment,,,,,,E,-,-940.2916,T1,,,Treaty|Ex Cat 6107|Hurricane Maria|Inwards|2017|USD|Syndicate 6107|Hurricane Maria|2017|16/09/2017|TRI00012,8,17H         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat 6107|CA Wildfires (North)|Inwards|2017|USD|Syndicate 6107|California Wildfires|2017|20/04/2017,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2017,-,,USD,USD,Y,47.2004,,,Adjustment,,,,,,E,-,47.2004,T1,,,Treaty|Ex Cat 6107|CA Wildfires (North)|Inwards|2017|USD|Syndicate 6107|California Wildfires|2017|20/04/2017|TRI00012,8,17L         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat 6107|Hurricane Michael|Inwards|2018|USD|Syndicate 6107|Hurricane Michael|2018|07/10/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2018,-,,USD,USD,Y,2215.5742,,,Adjustment,,,,,,E,-,2215.5742,T1,,,Treaty|Ex Cat 6107|Hurricane Michael|Inwards|2018|USD|Syndicate 6107|Hurricane Michael|2018|07/10/2018|TRI00012,8,18J         
,F,RP-ULT-G,RIPsEventAlloc,2020-12-01,Treaty|Ex Cat 6107|Camp Wildfire|Inwards|2018|USD|Syndicate 6107|CAMP WILDFIRE|2018|08/11/2018,NOPOLICY,1980-01-01,1980-01-01,1980-01-01,1980-01-01,TRI00012,6107,2018,-,,USD,USD,Y,17.4816,,,Adjustment,,,,,,E,-,17.4816,T1,,,Treaty|Ex Cat 6107|Camp Wildfire|Inwards|2018|USD|Syndicate 6107|CAMP WILDFIRE|2018|08/11/2018|TRI00012,8,18K         
